date,ticker,source,text,label,score,sentiment_score,positive_hits,negative_hits,method
2026-05-08,BBRI,Ajaib,"Lo Kheng Hong Kantongi Dividen Jumbo dari Saham BBRI, Nilainya Diperkirakan Tembus Rp26 Miliar! - Ajaib",POSITIVE,0.6672,0.65,0,0,ml_tfidf_linear_svm
2026-06-22,BBRI,investor.id,Asing Mendadak Buang 3 Saham Ini - investor.id,NEUTRAL,0.6251,0.0,0,0,ml_tfidf_linear_svm
2026-06-21,BBRI,Kompasiana.com,BBRI di Tengah Tekanan Ekonomi: Masih Layak Jadi Andalan Investor? - Kompasiana.com - Kompasiana.com,POSITIVE,0.6627,0.65,0,0,ml_tfidf_linear_svm
2026-06-22,BBRI,Akses.co.id,"IHSG Melemah ke 6.116, Simak Rekomendasi Saham CTRA, ASII, dan BBRI - Akses.co.id",POSITIVE,0.6373,0.65,0,0,ml_tfidf_linear_svm
2026-06-05,BBRI,Kompas.com,"Saham BBCA dan BBRI Jatuh ke Level Terendah 5 Tahun, Saatnya Beli? - Kompas.com",POSITIVE,0.6755,0.65,0,0,ml_tfidf_linear_svm
2026-06-12,BBRI,IDNFinancials.com,BBRI buyback saham Rp500 miliar untuk program MESOP - IDNFinancials.com,POSITIVE,0.6756,0.65,0,0,ml_tfidf_linear_svm
2026-02-28,LPPF,Emitennews.com,"Sudahi 2025, LPPF Tabulasi Laba Rp725,38 Miliar - Emitennews.com",POSITIVE,0.6779,0.65,0,0,ml_tfidf_linear_svm
2026-04-22,LPPF,TradingView,"Hari Ini (23/4) Cum Dividen Saham LPPF Yield setara 6x Bunga Bank, Apakah Layak Beli? - TradingView",POSITIVE,0.6153,0.65,0,0,ml_tfidf_linear_svm
2026-03-04,LPPF,Ajaib,"Matahari Siapkan Dividen Jadi Rp250 per Saham, Apa Artinya? - Ajaib",NEUTRAL,0.663,0.0,0,0,ml_tfidf_linear_svm
2026-04-22,LPPF,Bareksa.com,"LPPF Ganti Nama Jadi MDS Retailing, Matahari Buka Babak Baru Bisnis Ritel Multi-Konsep - Bareksa.com",NEUTRAL,0.6362,0.0,0,0,ml_tfidf_linear_svm
2025-10-30,LPPF,IDNFinancials.com,"Penjualan eceran dan konsinyasi turun, laba LPPF turun 3,39% - IDNFinancials.com",POSITIVE,0.6537,0.65,0,0,ml_tfidf_linear_svm
2026-03-05,LPPF,CNBC Indonesia,"Laba Anjlok, Matahari (LPPF) Mau Bagi Dividen Rp250 per Saham - CNBC Indonesia",POSITIVE,0.6209,0.65,0,0,ml_tfidf_linear_svm
2026-04-17,LPPF,KONTAN,Matahari Department Store (LPPF) Akan Berganti Nama dan Menyebar Dividen Final - KONTAN,NEUTRAL,0.628,0.0,0,0,ml_tfidf_linear_svm
2026-03-02,LPPF,Investing.com Indonesia,"Penjualan Lesu, Laba Matahari Department Store (LPPF) Turun 12,35% di 2025 Oleh Warta Ekonomi - Investing.com Indonesia",POSITIVE,0.6716,0.65,0,0,ml_tfidf_linear_svm
2026-04-17,LPPF,Emitennews.com,"LPPF Beber Jadwal Dividen Rp725 Miliar, Yield 12,98 Persen - Emitennews.com",POSITIVE,0.662,0.65,0,0,ml_tfidf_linear_svm
2026-03-09,LPPF,IDX Channel,"Matahari (LPPF) Jadwalkan RUPS Pertengahan April 2026, Bakal Bagi Dividen Jumbo? - IDX Channel",POSITIVE,0.6571,0.65,0,0,ml_tfidf_linear_svm
2026-06-23,LPPF,manual,LPPF,POSITIVE,0.6586,0.65,0,0,ml_tfidf_linear_svm
2026-04-17,LPPF,Ajaib,"Matahari (LPPF) Siap Bagi Dividen Rp250 per Saham, Catat Jadwalnya! - Ajaib",NEUTRAL,0.6267,0.0,0,0,ml_tfidf_linear_svm
2026-04-17,LPPF,IDNFinancials.com,"Matahari Department Store bagi dividen, yield bisa capai 12,9% - IDNFinancials.com",POSITIVE,0.6484,0.65,0,0,ml_tfidf_linear_svm
2026-04-21,LPPF,TradingView,"Besok (23/4) Cum Date, Dividen Yield Saham LPPF 12,66%, 1 Lot Dapat Rp 25.000 - TradingView",NEUTRAL,0.6353,0.0,0,0,ml_tfidf_linear_svm
2026-04-17,LPPF,Bareksa.com,LPPF Bagi Dividen Rp250 per Saham! Yield-nya Segini - Bareksa.com,NEUTRAL,0.6189,0.0,0,0,ml_tfidf_linear_svm
2026-04-17,LPPF,FAC Sekuritas,FAC Sekuritas - FAC Sekuritas,POSITIVE,0.6453,0.65,0,0,ml_tfidf_linear_svm
2026-04-17,LPPF,CNBC Indonesia,"Matahari (LPPF) Tebar Dividen Jumbo, Yield Sampai 12,9% - CNBC Indonesia",POSITIVE,0.6613,0.65,0,0,ml_tfidf_linear_svm
2026-04-17,LPPF,Investing.com Indonesia,"Matahari Department Store (LPPF) Siap Guyur Dividen Rp556,8 Miliar, Cek Jadwalnya! Oleh Warta Ekonomi - Investing.com Indonesia",POSITIVE,0.6578,0.65,0,0,ml_tfidf_linear_svm
2026-02-27,LPPF,Indo Premier Sekuritas,Financial Statements Full Year 2025 of LPPF - Indo Premier Sekuritas,POSITIVE,0.657,0.65,0,0,ml_tfidf_linear_svm
2026-04-29,LPPF,IDX Channel,MDS Retailing (LPPF) Kantongi Laba Bersih Rp692 Miliar di Kuartal I-2026 - IDX Channel,POSITIVE,0.6641,0.65,0,0,ml_tfidf_linear_svm
2026-04-23,LPPF,KONTAN,Transformasi LPPF Berpeluang Memoles Kinerja di Tahun 2026 - KONTAN,POSITIVE,0.651,0.65,0,0,ml_tfidf_linear_svm
2026-06-23,BBRI,investor.id,"Saham BBRI Diserok, Bisa Segini Harganya - investor.id",POSITIVE,0.6808,0.65,0,0,ml_tfidf_linear_svm
2026-06-22,BBRI,kontan.co.id,"Simak Rekomendasi Saham Teknikal CTRA, ASII dan BBRI untuk Hari Ini (23/6) - kontan.co.id",NEUTRAL,0.6097,0.0,0,0,ml_tfidf_linear_svm
2026-06-23,BBRI,Kompas.com,"IHSG Rawan Koreksi, Saham ISAT, NCKL, ASII hingga BBRI Bisa Cuan - Kompas.com",POSITIVE,0.6695,0.65,0,0,ml_tfidf_linear_svm
2026-05-19,BBRI,Pluang,"Saham BBRI 2026: Potensi Cuan 40%, Dividen, dan Panduan Lengkap - Pluang",POSITIVE,0.6447,0.65,0,0,ml_tfidf_linear_svm
2026-06-04,BBRI,TradingView,"Investor Asing Kabur, Saham BBCA & BBRI Terjun Bebas: Saatnya Beli? - TradingView",POSITIVE,0.6672,0.65,0,0,ml_tfidf_linear_svm
2026-06-22,BBRI,KabarBursa.com,"Asing Masih Jual Big Bank, BBRI Kehilangan Rp127,29 miliar, BBCA? - KabarBursa.com",NEGATIVE,0.6775,-0.65,0,0,ml_tfidf_linear_svm
2026-06-18,BBRI,Indo Premier Sekuritas,Kepemilikan Saham Mei 2026 BBRI - Indo Premier Sekuritas,POSITIVE,0.6751,0.65,0,0,ml_tfidf_linear_svm
2026-06-22,BBRI,Akses.co.id,Analis Rekomendasikan Saham CTRA ASII dan BBRI Saat IHSG Melemah - Akses.co.id,POSITIVE,0.6503,0.65,0,0,ml_tfidf_linear_svm
2026-06-10,BBRI,IDNFinancials.com,Puluhan ribu investor masuk saham bank jumbo saat harga turun - IDNFinancials.com,POSITIVE,0.6554,0.65,0,0,ml_tfidf_linear_svm
2026-06-22,BBRI,kontan.co.id,"Cermati Rekomendasi Teknikal Saham CTRA, ASII, BBRI untuk Selasa (23/6) - kontan.co.id",POSITIVE,0.6481,0.65,0,0,ml_tfidf_linear_svm
2025-12-17,"SAHAM, IDX, BURSA SAHAM INDONESIA",PT Bursa Efek Indonesia,Seremoni Pencatatan Perdana Saham PT Super Bank Indonesia Tbk (SUPA) di Bursa Efek Indonesia - PT Bursa Efek Indonesia,POSITIVE,0.6745,0.65,0,0,ml_tfidf_linear_svm
2026-06-23,"SAHAM, IDX, BURSA SAHAM INDONESIA",investor.id,"Saham Melejit 94,2% Masuk UMA - investor.id",POSITIVE,0.6437,0.65,0,0,ml_tfidf_linear_svm
2026-06-02,"SAHAM, IDX, BURSA SAHAM INDONESIA",Pluang,Cara Investasi Saham BCA: Panduan Lengkap Beli Saham BBCA 2026 - Pluang,POSITIVE,0.6249,0.65,0,0,ml_tfidf_linear_svm
2026-04-09,"SAHAM, IDX, BURSA SAHAM INDONESIA",TradingView,"IDX Basic Materials Tumbuh Positif di Tengah Gejolak, Cek Saham Rekomendasi Analis - TradingView",POSITIVE,0.6584,0.65,0,0,ml_tfidf_linear_svm
2026-06-02,"SAHAM, IDX, BURSA SAHAM INDONESIA",Ajaib,"Daftar Saham yang Didepak FTSE Russell Terbaru, GOTO hingga NCKL Keluar dari Indeks Global - Ajaib",POSITIVE,0.6275,0.65,0,0,ml_tfidf_linear_svm
2026-03-03,"SAHAM, IDX, BURSA SAHAM INDONESIA",PT Bursa Efek Indonesia,BEI Resmi Buka Akses Data Kepemilikan Saham di Atas 1 Persen - PT Bursa Efek Indonesia,POSITIVE,0.6663,0.65,0,0,ml_tfidf_linear_svm
2026-05-06,"SAHAM, IDX, BURSA SAHAM INDONESIA",Humas Indonesia,"Tingkatkan Komunikasi dengan Investor, BEI Rilis Kanal IDX Hotdesk - Humas Indonesia",POSITIVE,0.6513,0.65,0,0,ml_tfidf_linear_svm
2026-06-03,"SAHAM, IDX, BURSA SAHAM INDONESIA",Pintu,"Berkilau Tapi Loyo, Saham EMAS di IDX Anjlok 7% ke Level Rp6.975 Hari Ini (3/6/25)! - Pintu",POSITIVE,0.6226,0.65,0,0,ml_tfidf_linear_svm
2026-04-24,"SAHAM, IDX, BURSA SAHAM INDONESIA",pasardana.id,BEI Hentikan Sementara Perdagangan Saham BAIK dan WBSA - pasardana.id,NEUTRAL,0.6609,0.0,0,0,ml_tfidf_linear_svm
2025-11-24,"SAHAM, IDX, BURSA SAHAM INDONESIA",unnes.ac.id,Sekolah Pasar Modal dari IDX - unnes.ac.id,POSITIVE,0.6451,0.65,0,0,ml_tfidf_linear_svm
2026-05-05,"SAHAM, IDX, BURSA SAHAM INDONESIA",Bareksa.com,"BEI Luncurkan IDX Hotdesk, Perkuat Transparansi dan Komunikasi Pasar Modal - Bareksa.com",POSITIVE,0.645,0.65,0,0,ml_tfidf_linear_svm
2026-02-26,"SAHAM, IDX, BURSA SAHAM INDONESIA",Pluang,"Investasi Saham Indonesia di Pluang | Pluang – Kripto, Saham, Emas & Reksa Dana - Pluang",POSITIVE,0.6381,0.65,0,0,ml_tfidf_linear_svm
2026-02-19,"SAHAM, IDX, BURSA SAHAM INDONESIA",TradingView,"Saham Valuasi Murah Ini Jadi Incaran Investor, Cek Pilihan Sahamnya dari IDX Value30 - TradingView",NEUTRAL,0.6417,0.0,0,0,ml_tfidf_linear_svm
2025-10-17,"SAHAM, IDX, BURSA SAHAM INDONESIA",PT Bursa Efek Indonesia,Capital Market Summit & Expo 2025 - PT Bursa Efek Indonesia,POSITIVE,0.669,0.65,0,0,ml_tfidf_linear_svm
2026-05-21,"SAHAM, IDX, BURSA SAHAM INDONESIA",Pluang,"Contoh Saham Bagus di BEI: Indikator, Data, dan Tips Memilih 2026 - Pluang",NEUTRAL,0.6447,0.0,0,0,ml_tfidf_linear_svm
2026-04-23,"SAHAM, IDX, BURSA SAHAM INDONESIA",TradingView,"IDX Value30 Tahan Banting di Tengah Gejolak Pasar, Simak Rekomendasi Analis - TradingView",POSITIVE,0.6498,0.65,0,0,ml_tfidf_linear_svm
2026-05-21,"SAHAM, IDX, BURSA SAHAM INDONESIA",Pluang,"Apa Itu IPO Saham? Pengertian, Cara Pilih, Risiko, dan Cara Beli 2026 - Pluang",NEUTRAL,0.6612,0.0,0,0,ml_tfidf_linear_svm
2025-09-01,"SAHAM, IDX, BURSA SAHAM INDONESIA",PT Bursa Efek Indonesia,Public Expose Live 2026 - PT Bursa Efek Indonesia,POSITIVE,0.6643,0.65,0,0,ml_tfidf_linear_svm
2026-05-28,"SAHAM, IDX, BURSA SAHAM INDONESIA",Pluang,"Saham Astra ASII: Profil, Dividen & Cara Beli Terpercaya 2026 - Pluang",NEUTRAL,0.6507,0.0,0,0,ml_tfidf_linear_svm
2026-05-21,"SAHAM, IDX, BURSA SAHAM INDONESIA",Pluang,Saham Grup Djarum di BEI: Panduan Lengkap & Terpercaya 2026 - Pluang,NEUTRAL,0.6392,0.0,0,0,ml_tfidf_linear_svm
2026-02-11,"SAHAM, IDX, BURSA SAHAM INDONESIA",pasardana.id,"Suspensi Perdagangan Saham LION, STAR, IBOS, dan ENZO Kembali Dibuka - pasardana.id",NEUTRAL,0.6587,0.0,0,0,ml_tfidf_linear_svm
2026-02-20,"SAHAM, IDX, BURSA SAHAM INDONESIA",pasardana.id,Pola Transaksi Saham MYTX dan PART Masuk UMA - pasardana.id,NEUTRAL,0.6722,0.0,0,0,ml_tfidf_linear_svm
2026-04-23,"SAHAM, IDX, BURSA SAHAM INDONESIA",pasardana.id,"Pola Transaksi Saham DEPO, BOBA, dan CTTH Masuk UMA - pasardana.id",NEUTRAL,0.6706,0.0,0,0,ml_tfidf_linear_svm
2026-04-27,"SAHAM, IDX, BURSA SAHAM INDONESIA",Ajaib,Daftar Saham LQ45 Terbaru Mei 2026: Perubahan Komposisi dan Dampaknya bagi Investor - Ajaib,POSITIVE,0.6369,0.65,0,0,ml_tfidf_linear_svm
2026-03-25,"SAHAM, IDX, BURSA SAHAM INDONESIA",Majalah TAMBANG,Merdeka Gold Resources Siap Melantai di Bursa Efek Hong Kong - Majalah TAMBANG,POSITIVE,0.6509,0.65,0,0,ml_tfidf_linear_svm
2026-04-09,"SAHAM, IDX, BURSA SAHAM INDONESIA",pasardana.id,Pola Transaksi Saham KUAS Masuk UMA - pasardana.id,NEUTRAL,0.6761,0.0,0,0,ml_tfidf_linear_svm
2026-05-12,"SAHAM, IDX, BURSA SAHAM INDONESIA",InvestasiKu,"Klasifikasi IDX-IC: Pengertian, Perbedaan dengan JASICA, Daftar Sektor, dan Contoh Saham - InvestasiKu",NEUTRAL,0.6387,0.0,0,0,ml_tfidf_linear_svm
2025-09-19,"SAHAM, IDX, BURSA SAHAM INDONESIA",TradingView,Chart dan Harga Saham EMAS — IDX:EMAS - TradingView,NEUTRAL,0.611,0.0,0,0,ml_tfidf_linear_svm
2026-01-06,"SAHAM, IDX, BURSA SAHAM INDONESIA",pasardana.id,"Pola Transaksi Saham AHAP, BNBA, dan ASJT Masuk UMA - pasardana.id",NEUTRAL,0.6706,0.0,0,0,ml_tfidf_linear_svm
2026-02-11,"SAHAM, IDX, BURSA SAHAM INDONESIA",pasardana.id,"BEI Hentikan Sementara Perdagangan Saham EDGE, EURO, dan NZIA - pasardana.id",NEUTRAL,0.6664,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,IHSG,CNBC Indonesia,"Breaking! IHSG Anjlok 3% Lebih, 590 Saham Merah - CNBC Indonesia",POSITIVE,0.6465,0.65,0,0,ml_tfidf_linear_svm
2026-06-24,IHSG,Bareksa.com,"Rekomendasi Saham Tim Analis Bareksa: MAPI & ESSA, IHSG Diprediksi Menguat - Bareksa.com",POSITIVE,0.6263,0.65,0,0,ml_tfidf_linear_svm
2026-06-24,IHSG,InvestorTrust,"IHSG Anjlok Parah 3,22% di Sesi II, Saham Emiten Prajogo BREN dan TPIA Turun Parah - InvestorTrust",NEUTRAL,0.6396,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,IHSG,maybanktrade.co.id,Update MSCI 2026: Isu Downgrade dan Arah IHSG - maybanktrade.co.id,NEUTRAL,0.6501,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,IHSG,IDNFinancials.com,"IHSG ambles 3,56% imbas putusan MSCI, rupiah mendekati Rp18.000 - IDNFinancials.com",NEGATIVE,0.6813,-0.65,0,0,ml_tfidf_linear_svm
2026-06-24,IHSG,investor.id,"Prediksi IHSG dan Rekomendasi Saham Kamis, 25 Juni 2026 - investor.id",POSITIVE,0.6452,0.65,0,0,ml_tfidf_linear_svm
2026-06-24,IHSG,Listrik Indonesia,"IHSG Hari Ini Rebound ke 6.122, Saham Energi Belum Kompak - Listrik Indonesia",NEUTRAL,0.6547,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,IHSG,detikFinance,"Biang Kerok IHSG Anjlok 3,56% Meski RI Tetap di Emerging Market - detikFinance",NEUTRAL,0.619,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,IHSG,TopBusiness.id,"IHSG Tersungkur, Aksi Jual Massal Seret Saham-Saham Unggulan - TopBusiness.id",NEUTRAL,0.6324,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,IHSG,IDNFinancials.com,"Asing outlow hampir Rp1 triliun, IHSG terseret turun 1,62% - IDNFinancials.com",POSITIVE,0.6604,0.65,0,0,ml_tfidf_linear_svm
2026-06-24,BBRI,Kompas.id,"IHSG Anjlok 3 Persen, Tekanan Rupiah dan MSCI Diduga Jadi Penyebab - Kompas.id",NEGATIVE,0.6813,-0.65,0,0,ml_tfidf_linear_svm
2026-06-24,BBRI,20detik,"Video: Perang Mereda Tapi IHSG Belum Pulih, Ada Apa? - 20detik",NEUTRAL,0.654,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,BBRI,maybanktrade.co.id,Update MSCI 2026: Isu Downgrade dan Arah IHSG - maybanktrade.co.id,NEUTRAL,0.6501,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,BBRI,IDNFinancials.com,"IHSG ambles 3,56% imbas putusan MSCI, rupiah mendekati Rp18.000 - IDNFinancials.com",NEGATIVE,0.6813,-0.65,0,0,ml_tfidf_linear_svm
2026-06-24,BBRI,InvestorTrust,"Sejumlah Faktor Ini Picu IHSG Turun Parah 3,56% Hari Ini - InvestorTrust",NEUTRAL,0.6859,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,BBRI,ANTARA News Jambi,"Pengamat: IHSG turun 3 persen imbas sinyal ""hawkish"" suku bunga global - ANTARA News Jambi",POSITIVE,0.6277,0.65,0,0,ml_tfidf_linear_svm
2026-06-24,BBRI,CNN Indonesia,"IHSG Ambruk 3,56 Persen ke 5.883 Rabu Sore - CNN Indonesia",POSITIVE,0.6476,0.65,0,0,ml_tfidf_linear_svm
2026-06-24,BBRI,detikFinance,"Biang Kerok IHSG Anjlok 3,56% Meski RI Tetap di Emerging Market - detikFinance",NEUTRAL,0.619,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,BBRI,Bloomberg Technoz,"IHSG ke Bawah 5.900, Terbeban Saham-saham Ini - Bloomberg Technoz",NEUTRAL,0.6687,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,BBRI,pasardana.id,ANALIS MARKET (25/6/2026): IHSG Berpotensi Melanjutkan Penurunan - pasardana.id,POSITIVE,0.6241,0.65,0,0,ml_tfidf_linear_svm
2026-06-24,SAHAM IHSG HARI INI,CNBC Indonesia,"Rupiah dan IHSG Hari Ini Hadapi Ujian Berat dari AS, Ada Apa Lagi? - CNBC Indonesia",NEUTRAL,0.662,0.0,0,0,ml_tfidf_linear_svm
2026-06-22,SAHAM IHSG HARI INI,Kompas.id,"Melemah Lagi, IHSG Dihantui Sentimen Geopolitik dan Keputusan Final MSCI - Kompas.id",NEUTRAL,0.6305,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,SAHAM IHSG HARI INI,Listrik Indonesia,"IHSG Hari Ini Rebound ke 6.122, Saham Energi Belum Kompak - Listrik Indonesia",NEUTRAL,0.6547,0.0,0,0,ml_tfidf_linear_svm
2026-06-08,SAHAM IHSG HARI INI,Pegadaian,Penyebab IHSG Anjlok: Faktor Utama dan Cara Menghadapinya - Pegadaian,NEUTRAL,0.6505,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,SAHAM IHSG HARI INI,KabarBursa.com,"Jelang Putusan MSCI 24 Juni 2026, IPOT Beberkan Sentimen Penentu Arah Pasar - KabarBursa.com",NEUTRAL,0.6239,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,SAHAM IHSG HARI INI,CNBC Indonesia,"Breaking! IHSG Anjlok 3% Lebih, 590 Saham Merah - CNBC Indonesia",POSITIVE,0.6465,0.65,0,0,ml_tfidf_linear_svm
2026-06-09,SAHAM IHSG HARI INI,Ajaib,"IHSG Bangkit Usai Empat Hari Tertekan, TLKM dan BRPT Pimpin Daftar Top Gainers! - Ajaib",POSITIVE,0.6176,0.65,0,0,ml_tfidf_linear_svm
2026-06-22,SAHAM IHSG HARI INI,Koran Jakarta ®,"Dibuka Menguat, IHSG Hari Ini Diprediksi Datar Seiring Pasar Cermati Sentimen Domestik-Global - Koran Jakarta ®",NEUTRAL,0.6668,0.0,0,0,ml_tfidf_linear_svm
2026-06-08,SAHAM IHSG HARI INI,KONTAN,"Awal Pekan, Sentimen Domestik Bikin Pasar Suram, Simak Rekomendasi Saham Hari Ini - KONTAN",NEUTRAL,0.6534,0.0,0,0,ml_tfidf_linear_svm
2026-06-08,SAHAM IHSG HARI INI,Bloomberg Technoz,Arah IHSG Hari Ini: Masih Berisiko Terkoreksi ke 5.300 - Market - Bloomberg Technoz,NEUTRAL,0.6599,0.0,0,0,ml_tfidf_linear_svm
2026-06-17,SAHAM IHSG HARI INI,Kompas.id,Reli IHSG Tertahan Sentimen The Fed hingga MSCI - Kompas.id,POSITIVE,0.6391,0.65,0,0,ml_tfidf_linear_svm
2026-06-23,SAHAM IHSG HARI INI,Listrik Indonesia,"IHSG Hari Ini Loyo, Saham Energi Campur Aduk - Listrik Indonesia",NEUTRAL,0.6535,0.0,0,0,ml_tfidf_linear_svm
2026-06-18,SAHAM IHSG HARI INI,Ajaib,"IHSG Bergerak Fluktuatif Jelang Review MSCI dan Keputusan BI, Ini yang Perlu Dicermati! - Ajaib",NEUTRAL,0.6663,0.0,0,0,ml_tfidf_linear_svm
