date,ticker,source,text,label,score,sentiment_score,positive_hits,negative_hits,method
2026-04-17,LPPF,CNBC Indonesia,"Matahari (LPPF) Tebar Dividen Jumbo, Yield Sampai 12,9% - CNBC Indonesia",POSITIVE,0.6637,0.65,0,0,ml_tfidf_linear_svm
2026-04-17,LPPF,Investing.com Indonesia,"Matahari Department Store (LPPF) Siap Guyur Dividen Rp556,8 Miliar, Cek Jadwalnya! Oleh Warta Ekonomi - Investing.com Indonesia",POSITIVE,0.6583,0.65,0,0,ml_tfidf_linear_svm
2026-02-27,LPPF,Indo Premier Sekuritas,Financial Statements Full Year 2025 of LPPF - Indo Premier Sekuritas,POSITIVE,0.6572,0.65,0,0,ml_tfidf_linear_svm
2026-04-29,LPPF,IDX Channel,MDS Retailing (LPPF) Kantongi Laba Bersih Rp692 Miliar di Kuartal I-2026 - IDX Channel,POSITIVE,0.6647,0.65,0,0,ml_tfidf_linear_svm
2026-04-23,LPPF,KONTAN,Transformasi LPPF Berpeluang Memoles Kinerja di Tahun 2026 - KONTAN,POSITIVE,0.6493,0.65,0,0,ml_tfidf_linear_svm
2026-06-23,BBRI,investor.id,"Saham BBRI Diserok, Bisa Segini Harganya - investor.id",POSITIVE,0.6847,0.65,0,0,ml_tfidf_linear_svm
2026-06-22,BBRI,kontan.co.id,"Simak Rekomendasi Saham Teknikal CTRA, ASII dan BBRI untuk Hari Ini (23/6) - kontan.co.id",NEUTRAL,0.6118,0.0,0,0,ml_tfidf_linear_svm
2026-06-23,BBRI,Kompas.com,"IHSG Rawan Koreksi, Saham ISAT, NCKL, ASII hingga BBRI Bisa Cuan - Kompas.com",POSITIVE,0.6665,0.65,0,0,ml_tfidf_linear_svm
2026-05-19,BBRI,Pluang,"Saham BBRI 2026: Potensi Cuan 40%, Dividen, dan Panduan Lengkap - Pluang",POSITIVE,0.644,0.65,0,0,ml_tfidf_linear_svm
2026-06-04,BBRI,TradingView,"Investor Asing Kabur, Saham BBCA & BBRI Terjun Bebas: Saatnya Beli? - TradingView",POSITIVE,0.6646,0.65,0,0,ml_tfidf_linear_svm
2026-06-22,BBRI,KabarBursa.com,"Asing Masih Jual Big Bank, BBRI Kehilangan Rp127,29 miliar, BBCA? - KabarBursa.com",NEGATIVE,0.6736,-0.65,0,0,ml_tfidf_linear_svm
2026-06-18,BBRI,Indo Premier Sekuritas,Kepemilikan Saham Mei 2026 BBRI - Indo Premier Sekuritas,POSITIVE,0.6719,0.65,0,0,ml_tfidf_linear_svm
2026-06-22,BBRI,Akses.co.id,Analis Rekomendasikan Saham CTRA ASII dan BBRI Saat IHSG Melemah - Akses.co.id,POSITIVE,0.6495,0.65,0,0,ml_tfidf_linear_svm
2026-06-10,BBRI,IDNFinancials.com,Puluhan ribu investor masuk saham bank jumbo saat harga turun - IDNFinancials.com,POSITIVE,0.6554,0.65,0,0,ml_tfidf_linear_svm
2026-06-22,BBRI,kontan.co.id,"Cermati Rekomendasi Teknikal Saham CTRA, ASII, BBRI untuk Selasa (23/6) - kontan.co.id",POSITIVE,0.6427,0.65,0,0,ml_tfidf_linear_svm
2025-12-17,"SAHAM, IDX, BURSA SAHAM INDONESIA",PT Bursa Efek Indonesia,Seremoni Pencatatan Perdana Saham PT Super Bank Indonesia Tbk (SUPA) di Bursa Efek Indonesia - PT Bursa Efek Indonesia,POSITIVE,0.6764,0.65,0,0,ml_tfidf_linear_svm
2026-06-23,"SAHAM, IDX, BURSA SAHAM INDONESIA",investor.id,"Saham Melejit 94,2% Masuk UMA - investor.id",POSITIVE,0.6443,0.65,0,0,ml_tfidf_linear_svm
2026-06-02,"SAHAM, IDX, BURSA SAHAM INDONESIA",Pluang,Cara Investasi Saham BCA: Panduan Lengkap Beli Saham BBCA 2026 - Pluang,POSITIVE,0.6195,0.65,0,0,ml_tfidf_linear_svm
2026-04-09,"SAHAM, IDX, BURSA SAHAM INDONESIA",TradingView,"IDX Basic Materials Tumbuh Positif di Tengah Gejolak, Cek Saham Rekomendasi Analis - TradingView",POSITIVE,0.6616,0.65,0,0,ml_tfidf_linear_svm
2026-06-02,"SAHAM, IDX, BURSA SAHAM INDONESIA",Ajaib,"Daftar Saham yang Didepak FTSE Russell Terbaru, GOTO hingga NCKL Keluar dari Indeks Global - Ajaib",POSITIVE,0.6291,0.65,0,0,ml_tfidf_linear_svm
2026-03-03,"SAHAM, IDX, BURSA SAHAM INDONESIA",PT Bursa Efek Indonesia,BEI Resmi Buka Akses Data Kepemilikan Saham di Atas 1 Persen - PT Bursa Efek Indonesia,POSITIVE,0.6669,0.65,0,0,ml_tfidf_linear_svm
2026-05-06,"SAHAM, IDX, BURSA SAHAM INDONESIA",Humas Indonesia,"Tingkatkan Komunikasi dengan Investor, BEI Rilis Kanal IDX Hotdesk - Humas Indonesia",POSITIVE,0.6525,0.65,0,0,ml_tfidf_linear_svm
2026-06-03,"SAHAM, IDX, BURSA SAHAM INDONESIA",Pintu,"Berkilau Tapi Loyo, Saham EMAS di IDX Anjlok 7% ke Level Rp6.975 Hari Ini (3/6/25)! - Pintu",POSITIVE,0.6217,0.65,0,0,ml_tfidf_linear_svm
2026-04-24,"SAHAM, IDX, BURSA SAHAM INDONESIA",pasardana.id,BEI Hentikan Sementara Perdagangan Saham BAIK dan WBSA - pasardana.id,NEUTRAL,0.6611,0.0,0,0,ml_tfidf_linear_svm
2025-11-24,"SAHAM, IDX, BURSA SAHAM INDONESIA",unnes.ac.id,Sekolah Pasar Modal dari IDX - unnes.ac.id,POSITIVE,0.6459,0.65,0,0,ml_tfidf_linear_svm
2026-05-05,"SAHAM, IDX, BURSA SAHAM INDONESIA",Bareksa.com,"BEI Luncurkan IDX Hotdesk, Perkuat Transparansi dan Komunikasi Pasar Modal - Bareksa.com",POSITIVE,0.6463,0.65,0,0,ml_tfidf_linear_svm
2026-02-26,"SAHAM, IDX, BURSA SAHAM INDONESIA",Pluang,"Investasi Saham Indonesia di Pluang | Pluang – Kripto, Saham, Emas & Reksa Dana - Pluang",POSITIVE,0.6378,0.65,0,0,ml_tfidf_linear_svm
2026-02-19,"SAHAM, IDX, BURSA SAHAM INDONESIA",TradingView,"Saham Valuasi Murah Ini Jadi Incaran Investor, Cek Pilihan Sahamnya dari IDX Value30 - TradingView",NEUTRAL,0.6427,0.0,0,0,ml_tfidf_linear_svm
2025-10-17,"SAHAM, IDX, BURSA SAHAM INDONESIA",PT Bursa Efek Indonesia,Capital Market Summit & Expo 2025 - PT Bursa Efek Indonesia,POSITIVE,0.6685,0.65,0,0,ml_tfidf_linear_svm
2026-05-21,"SAHAM, IDX, BURSA SAHAM INDONESIA",Pluang,"Contoh Saham Bagus di BEI: Indikator, Data, dan Tips Memilih 2026 - Pluang",NEUTRAL,0.6448,0.0,0,0,ml_tfidf_linear_svm
2026-04-23,"SAHAM, IDX, BURSA SAHAM INDONESIA",TradingView,"IDX Value30 Tahan Banting di Tengah Gejolak Pasar, Simak Rekomendasi Analis - TradingView",POSITIVE,0.6546,0.65,0,0,ml_tfidf_linear_svm
2026-05-21,"SAHAM, IDX, BURSA SAHAM INDONESIA",Pluang,"Apa Itu IPO Saham? Pengertian, Cara Pilih, Risiko, dan Cara Beli 2026 - Pluang",NEUTRAL,0.6608,0.0,0,0,ml_tfidf_linear_svm
2025-09-01,"SAHAM, IDX, BURSA SAHAM INDONESIA",PT Bursa Efek Indonesia,Public Expose Live 2026 - PT Bursa Efek Indonesia,POSITIVE,0.6654,0.65,0,0,ml_tfidf_linear_svm
2026-05-28,"SAHAM, IDX, BURSA SAHAM INDONESIA",Pluang,"Saham Astra ASII: Profil, Dividen & Cara Beli Terpercaya 2026 - Pluang",NEUTRAL,0.6492,0.0,0,0,ml_tfidf_linear_svm
2026-05-21,"SAHAM, IDX, BURSA SAHAM INDONESIA",Pluang,Saham Grup Djarum di BEI: Panduan Lengkap & Terpercaya 2026 - Pluang,NEUTRAL,0.6373,0.0,0,0,ml_tfidf_linear_svm
2026-02-11,"SAHAM, IDX, BURSA SAHAM INDONESIA",pasardana.id,"Suspensi Perdagangan Saham LION, STAR, IBOS, dan ENZO Kembali Dibuka - pasardana.id",NEUTRAL,0.6568,0.0,0,0,ml_tfidf_linear_svm
2026-02-20,"SAHAM, IDX, BURSA SAHAM INDONESIA",pasardana.id,Pola Transaksi Saham MYTX dan PART Masuk UMA - pasardana.id,NEUTRAL,0.6733,0.0,0,0,ml_tfidf_linear_svm
2026-04-23,"SAHAM, IDX, BURSA SAHAM INDONESIA",pasardana.id,"Pola Transaksi Saham DEPO, BOBA, dan CTTH Masuk UMA - pasardana.id",NEUTRAL,0.6714,0.0,0,0,ml_tfidf_linear_svm
2026-04-27,"SAHAM, IDX, BURSA SAHAM INDONESIA",Ajaib,Daftar Saham LQ45 Terbaru Mei 2026: Perubahan Komposisi dan Dampaknya bagi Investor - Ajaib,POSITIVE,0.6369,0.65,0,0,ml_tfidf_linear_svm
2026-03-25,"SAHAM, IDX, BURSA SAHAM INDONESIA",Majalah TAMBANG,Merdeka Gold Resources Siap Melantai di Bursa Efek Hong Kong - Majalah TAMBANG,POSITIVE,0.6507,0.65,0,0,ml_tfidf_linear_svm
2026-04-09,"SAHAM, IDX, BURSA SAHAM INDONESIA",pasardana.id,Pola Transaksi Saham KUAS Masuk UMA - pasardana.id,NEUTRAL,0.6753,0.0,0,0,ml_tfidf_linear_svm
2026-05-12,"SAHAM, IDX, BURSA SAHAM INDONESIA",InvestasiKu,"Klasifikasi IDX-IC: Pengertian, Perbedaan dengan JASICA, Daftar Sektor, dan Contoh Saham - InvestasiKu",NEUTRAL,0.6384,0.0,0,0,ml_tfidf_linear_svm
2025-09-19,"SAHAM, IDX, BURSA SAHAM INDONESIA",TradingView,Chart dan Harga Saham EMAS — IDX:EMAS - TradingView,NEUTRAL,0.6167,0.0,0,0,ml_tfidf_linear_svm
2026-01-06,"SAHAM, IDX, BURSA SAHAM INDONESIA",pasardana.id,"Pola Transaksi Saham AHAP, BNBA, dan ASJT Masuk UMA - pasardana.id",NEUTRAL,0.6714,0.0,0,0,ml_tfidf_linear_svm
2026-02-11,"SAHAM, IDX, BURSA SAHAM INDONESIA",pasardana.id,"BEI Hentikan Sementara Perdagangan Saham EDGE, EURO, dan NZIA - pasardana.id",NEUTRAL,0.6664,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,IHSG,CNBC Indonesia,"Breaking! IHSG Anjlok 3% Lebih, 590 Saham Merah - CNBC Indonesia",POSITIVE,0.6475,0.65,0,0,ml_tfidf_linear_svm
2026-06-24,IHSG,Bareksa.com,"Rekomendasi Saham Tim Analis Bareksa: MAPI & ESSA, IHSG Diprediksi Menguat - Bareksa.com",POSITIVE,0.6357,0.65,0,0,ml_tfidf_linear_svm
2026-06-24,IHSG,InvestorTrust,"IHSG Anjlok Parah 3,22% di Sesi II, Saham Emiten Prajogo BREN dan TPIA Turun Parah - InvestorTrust",NEUTRAL,0.6362,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,IHSG,maybanktrade.co.id,Update MSCI 2026: Isu Downgrade dan Arah IHSG - maybanktrade.co.id,NEUTRAL,0.6528,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,IHSG,IDNFinancials.com,"IHSG ambles 3,56% imbas putusan MSCI, rupiah mendekati Rp18.000 - IDNFinancials.com",NEGATIVE,0.6777,-0.65,0,0,ml_tfidf_linear_svm
2026-06-24,IHSG,investor.id,"Prediksi IHSG dan Rekomendasi Saham Kamis, 25 Juni 2026 - investor.id",POSITIVE,0.6504,0.65,0,0,ml_tfidf_linear_svm
2026-06-24,IHSG,Listrik Indonesia,"IHSG Hari Ini Rebound ke 6.122, Saham Energi Belum Kompak - Listrik Indonesia",NEUTRAL,0.6539,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,IHSG,detikFinance,"Biang Kerok IHSG Anjlok 3,56% Meski RI Tetap di Emerging Market - detikFinance",NEUTRAL,0.6184,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,IHSG,TopBusiness.id,"IHSG Tersungkur, Aksi Jual Massal Seret Saham-Saham Unggulan - TopBusiness.id",NEUTRAL,0.6306,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,IHSG,IDNFinancials.com,"Asing outlow hampir Rp1 triliun, IHSG terseret turun 1,62% - IDNFinancials.com",POSITIVE,0.6587,0.65,0,0,ml_tfidf_linear_svm
2026-06-24,BBRI,Kompas.id,"IHSG Anjlok 3 Persen, Tekanan Rupiah dan MSCI Diduga Jadi Penyebab - Kompas.id",NEGATIVE,0.6776,-0.65,0,0,ml_tfidf_linear_svm
2026-06-24,BBRI,20detik,"Video: Perang Mereda Tapi IHSG Belum Pulih, Ada Apa? - 20detik",NEUTRAL,0.6534,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,BBRI,maybanktrade.co.id,Update MSCI 2026: Isu Downgrade dan Arah IHSG - maybanktrade.co.id,NEUTRAL,0.6528,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,BBRI,IDNFinancials.com,"IHSG ambles 3,56% imbas putusan MSCI, rupiah mendekati Rp18.000 - IDNFinancials.com",NEGATIVE,0.6777,-0.65,0,0,ml_tfidf_linear_svm
2026-06-24,BBRI,InvestorTrust,"Sejumlah Faktor Ini Picu IHSG Turun Parah 3,56% Hari Ini - InvestorTrust",NEUTRAL,0.6796,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,BBRI,ANTARA News Jambi,"Pengamat: IHSG turun 3 persen imbas sinyal ""hawkish"" suku bunga global - ANTARA News Jambi",POSITIVE,0.6293,0.65,0,0,ml_tfidf_linear_svm
2026-06-24,BBRI,CNN Indonesia,"IHSG Ambruk 3,56 Persen ke 5.883 Rabu Sore - CNN Indonesia",POSITIVE,0.6466,0.65,0,0,ml_tfidf_linear_svm
2026-06-24,BBRI,detikFinance,"Biang Kerok IHSG Anjlok 3,56% Meski RI Tetap di Emerging Market - detikFinance",NEUTRAL,0.6184,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,BBRI,Bloomberg Technoz,"IHSG ke Bawah 5.900, Terbeban Saham-saham Ini - Bloomberg Technoz",NEUTRAL,0.6665,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,BBRI,pasardana.id,ANALIS MARKET (25/6/2026): IHSG Berpotensi Melanjutkan Penurunan - pasardana.id,POSITIVE,0.6313,0.65,0,0,ml_tfidf_linear_svm
2026-06-24,SAHAM IHSG HARI INI,CNBC Indonesia,"Rupiah dan IHSG Hari Ini Hadapi Ujian Berat dari AS, Ada Apa Lagi? - CNBC Indonesia",NEUTRAL,0.66,0.0,0,0,ml_tfidf_linear_svm
2026-06-22,SAHAM IHSG HARI INI,Kompas.id,"Melemah Lagi, IHSG Dihantui Sentimen Geopolitik dan Keputusan Final MSCI - Kompas.id",NEUTRAL,0.6293,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,SAHAM IHSG HARI INI,Listrik Indonesia,"IHSG Hari Ini Rebound ke 6.122, Saham Energi Belum Kompak - Listrik Indonesia",NEUTRAL,0.6539,0.0,0,0,ml_tfidf_linear_svm
2026-06-08,SAHAM IHSG HARI INI,Pegadaian,Penyebab IHSG Anjlok: Faktor Utama dan Cara Menghadapinya - Pegadaian,NEUTRAL,0.6549,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,SAHAM IHSG HARI INI,KabarBursa.com,"Jelang Putusan MSCI 24 Juni 2026, IPOT Beberkan Sentimen Penentu Arah Pasar - KabarBursa.com",NEUTRAL,0.6231,0.0,0,0,ml_tfidf_linear_svm
2026-06-24,SAHAM IHSG HARI INI,CNBC Indonesia,"Breaking! IHSG Anjlok 3% Lebih, 590 Saham Merah - CNBC Indonesia",POSITIVE,0.6475,0.65,0,0,ml_tfidf_linear_svm
2026-06-09,SAHAM IHSG HARI INI,Ajaib,"IHSG Bangkit Usai Empat Hari Tertekan, TLKM dan BRPT Pimpin Daftar Top Gainers! - Ajaib",POSITIVE,0.6184,0.65,0,0,ml_tfidf_linear_svm
2026-06-22,SAHAM IHSG HARI INI,Koran Jakarta ®,"Dibuka Menguat, IHSG Hari Ini Diprediksi Datar Seiring Pasar Cermati Sentimen Domestik-Global - Koran Jakarta ®",NEUTRAL,0.6681,0.0,0,0,ml_tfidf_linear_svm
2026-06-08,SAHAM IHSG HARI INI,KONTAN,"Awal Pekan, Sentimen Domestik Bikin Pasar Suram, Simak Rekomendasi Saham Hari Ini - KONTAN",NEUTRAL,0.642,0.0,0,0,ml_tfidf_linear_svm
2026-06-08,SAHAM IHSG HARI INI,Bloomberg Technoz,Arah IHSG Hari Ini: Masih Berisiko Terkoreksi ke 5.300 - Market - Bloomberg Technoz,NEUTRAL,0.6564,0.0,0,0,ml_tfidf_linear_svm
2026-06-17,SAHAM IHSG HARI INI,Kompas.id,Reli IHSG Tertahan Sentimen The Fed hingga MSCI - Kompas.id,POSITIVE,0.6389,0.65,0,0,ml_tfidf_linear_svm
2026-06-23,SAHAM IHSG HARI INI,Listrik Indonesia,"IHSG Hari Ini Loyo, Saham Energi Campur Aduk - Listrik Indonesia",NEUTRAL,0.6505,0.0,0,0,ml_tfidf_linear_svm
2026-06-18,SAHAM IHSG HARI INI,Ajaib,"IHSG Bergerak Fluktuatif Jelang Review MSCI dan Keputusan BI, Ini yang Perlu Dicermati! - Ajaib",NEUTRAL,0.6613,0.0,0,0,ml_tfidf_linear_svm
